Label,Pred,Avg_Score,Score_P1,Score_P2,Score_P3,Score_P4,Score_P5
1,0,-0.5363411273980168,-0.6859954595565796,-0.0262480787932872,-0.2690922021865845,-0.0346201322972774,-0.8322892189025879
1,0,-0.5297907514226949,-0.0911920294165611,-0.1827540844678878,-1.031177282333374,-0.8134946227073669,-2.5544844461933284e-08
1,0,-0.5836396006728826,-1.2869166135787964,-0.0739417150616645,0.0,-0.5718815326690674,0.0
1,0,-0.458629637663024,-0.0103574814274907,0.0,-0.2176830172538757,0.0,-1.2632761001586914
1,0,-0.5184117444033196,-0.0001851889828685,-9.196086239171564e-07,-0.1466485112905502,-3.9168659782262694e-07,-0.6564546227455139
1,0,-0.4070930332032229,-1.2144556045532229,-0.0024884603917598,0.0,-0.2619275450706482,0.0
1,0,-0.5083832650850177,-0.009725172072649,0.0,-1.002351999282837,-0.7263358235359192,0.0
1,0,-0.2811292797200159,-0.001187874469906,-0.2414114624261856,0.0,0.0,-0.573381781578064
1,0,-0.3942015126284101,-0.2621625661849975,0.0,0.0,-0.7876651287078857,-1.4865410327911377
1,0,-0.4732150650551487,-0.0024065962061285,0.0,-0.6877152919769287,-1.9602330923080444,-0.1107881069183349
1,0,-0.2981305137153816,-0.0027408399619162,-0.0003434195823501,-0.0003749578609131,-0.912112295627594,-1.7688084840774536
1,0,-0.3275070004602677,-0.0012692322488874,-0.0022772722877562,-0.9033774137496948,-0.8774935007095337,-1.7029897492193413e-08
1,0,-0.3729513739587497,-0.2286274135112762,-0.9442113041877748,-0.8809764385223389,-8.514948746096707e-09,-0.0381635725498199
1,0,-0.3919719713799534,-1.239269733428955,-0.8005515933036804,0.0,-0.0146363005042076,-0.0005052167689427
1,0,-0.2212950595347502,-0.2485411465167999,-5.10896818184392e-08,-0.0029576057568192,-0.0003396047104615,-0.0012523303739726
1,0,-0.3040064886029722,-0.0011612114030867,-0.0002571323420852,-0.0001999404921662,-0.0264096185564994,-1.9055616855621336
1,0,-0.515961220912468,-0.0003538488817866,-0.0007358736474998,-0.0663799867033958,-2.038278341293335,-1.5338317155838013
1,0,-0.5660269986147654,-0.5736022591590881,0.0,0.0,-0.4746305346488952,-1.784645676612854
1,0,-0.4637031947971131,-0.481751024723053,-5.136835534358397e-05,-0.0010534290922805,-0.0004906369140371,-3.453360319137573
1,0,-0.3391955390717035,-0.0027408399619162,-0.0003434195823501,-0.0003749578609131,-0.912112295627594,-1.7688084840774536
1,0,-0.3480395131384287,-0.0012692322488874,-0.0022772722877562,-0.9033774137496948,-0.8774935007095337,-1.7029897492193413e-08
1,0,-0.3832176302978302,-0.2286274135112762,-0.9442113041877748,-0.8809764385223389,-8.514948746096707e-09,-0.0381635725498199
1,0,-0.3971050995494937,-1.239269733428955,-0.8005515933036804,0.0,-0.0146363005042076,-0.0005052167689427
1,0,-0.2238616236195203,-0.2485411465167999,-5.10896818184392e-08,-0.0029576057568192,-0.0003396047104615,-0.0012523303739726
1,0,-0.2933723663954967,-0.0009585836087353,-0.0002498661342542,-7.94088700786233e-05,-0.025045596063137,-2.6213862895965576
1,0,-0.4247361539715405,-6.726778565280256e-07,-0.1118697673082351,0.0,-0.0847360491752624,-3.5036489963531494
1,0,-0.1952622945508083,-1.0217932100431427e-07,-0.1738700568675995,0.0,-0.1492589265108108,-1.3691855669021606
1,0,-0.4622989428739111,-0.2431739568710327,0.0,-0.1249984353780746,-1.5532209873199463,-1.7252845764160156
1,0,-0.5111969643327594,-7.663450674044725e-08,-0.1197537928819656,-1.4846659898757937,-1.0769575834274292,-0.1190974861383438
1,0,-0.1979871050004546,-1.0217932100431427e-07,-0.1520956754684448,-8.514948746096707e-09,-0.1643199771642685,-1.3941988945007324
1,0,-0.4788717301004748,-0.2303670048713684,-8.514948746096707e-09,-0.1516255885362625,-1.455201506614685,-1.96158766746521
1,0,-0.2157250983159857,-6.811956154706422e-08,-0.1550901383161544,0.0,-0.0692652687430381,-1.449072241783142
1,0,-0.4771433084031501,-0.2222994267940521,0.0,-0.0669999793171882,-1.589416265487671,-1.814091920852661
1,0,-0.5366411061593445,-0.5617611408233643,0.0,0.0,-0.0962017551064491,-3.350341796875
1,0,-0.354645321106998,-2.299032644259569e-07,-0.4010027050971985,0.0,-0.5095019340515137,-2.111104965209961
1,0,-0.3541001187444169,-0.4909577965736389,0.0,-0.5534988045692444,-0.7233179807662964,0.0
1,0,-0.3171572116639145,-3.4059791431673154e-08,-0.7058743834495544,-0.4725122451782226,0.0,-0.2226848602294922
1,0,-0.5710255960693502,-0.0097116325050592,0.0,-0.7036025524139404,-1.928428173065185,0.0
1,0,-0.4161597784821023,-5.10896818184392e-08,-0.6494279503822327,-0.5276302695274353,0.0,-0.1294115334749221
1,0,-0.3903003743024582,-0.7828142642974854,-0.5538616180419922,0.0,-0.1051786467432975,-0.3803503215312958
1,0,-0.2429854896105712,-0.2787010371685028,0.0,-0.1139292567968368,-8.514948746096707e-09,-0.0857227221131324
1,0,-0.2533479659188888,-1.277241352681813e-07,-0.0797628462314605,0.0,-0.3828319907188415,-1.849444031715393
