Packet_ID,True_Label,Score_Pos0,Score_Pos1,Score_Pos2,Score_Pos3,Score_Pos4
0,1,2.9415013790130615,,,,
1,1,4.456096649169922,4.376802921295166,,,
2,1,4.076635837554932,3.597963333129883,3.549046516418457,,
3,1,3.508960723876953,3.3937816619873047,2.6579294204711914,2.834301710128784,
4,1,3.6609835624694824,3.3324947357177734,3.3033289909362793,2.6811439990997314,2.942172050476074
5,1,5.089519500732422,4.526647090911865,4.572793006896973,4.668148040771484,3.8975846767425537
6,1,3.312807321548462,2.464733362197876,2.23791766166687,2.169489860534668,2.1781365871429443
7,1,3.944141149520874,3.961453676223755,3.853919506072998,3.63360595703125,3.6221134662628174
8,1,4.962808132171631,5.11074686050415,5.041978359222412,4.869607925415039,4.428907871246338
9,1,2.66365122795105,2.29392671585083,2.2084169387817383,2.1146504878997803,2.192262649536133
10,1,3.1966984272003174,2.483396291732788,2.4942829608917236,2.4794206619262695,2.853111743927002
11,1,4.994704246520996,3.8349874019622803,3.7649176120758057,3.6429100036621094,4.0620832443237305
12,1,5.086922645568848,3.8346447944641113,3.7868120670318604,3.6942782402038574,3.7389748096466064
13,1,5.184629440307617,3.6344382762908936,3.835867404937744,3.8105201721191406,4.099589824676514
14,1,4.586705207824707,3.6667966842651367,3.709923028945923,3.8773610591888428,4.156209945678711
15,1,4.311341285705566,3.485914468765259,3.445056915283203,3.5235157012939453,4.139636039733887
16,1,1.2002878189086914,1.0665637254714966,1.1799004077911377,1.1611042022705078,1.026360273361206
17,1,2.7518041133880615,2.120586633682251,2.224547863006592,2.3186309337615967,2.541405439376831
18,1,1.7608731985092163,1.6482712030410767,1.6622796058654785,1.7496979236602783,1.8307759761810303
19,1,0.056423369795084,0.5493350028991699,0.5959534645080566,0.6840664148330688,0.6130117177963257
20,1,0.033159028738737106,0.2508809268474579,0.6247947812080383,0.7202527523040771,0.6705353856086731
21,1,0.024052854627370834,0.2647571563720703,0.4147190451622009,0.7431260347366333,0.7242501378059387
22,1,0.05007460340857506,0.27165859937667847,0.34434089064598083,0.419303834438324,1.181451678276062
23,1,2.7683513164520264,2.092395544052124,1.971462607383728,2.0390727519989014,1.811090111732483
24,1,3.668625831604004,2.886894941329956,2.893376111984253,2.9265072345733643,2.9761765003204346
25,1,3.760540008544922,4.01649284362793,3.5584425926208496,3.624124526977539,3.2663519382476807
26,1,3.214156150817871,2.468226671218872,2.471634864807129,2.3228251934051514,2.3673696517944336
27,1,3.4390316009521484,3.784914970397949,3.7273802757263184,3.7100868225097656,3.2520315647125244
28,1,3.7629687786102295,3.88708233833313,3.964365005493164,3.856189489364624,3.3701398372650146
29,1,3.429955244064331,2.9682180881500244,2.968346357345581,3.101034164428711,3.0456387996673584
30,1,3.912632465362549,3.210120916366577,3.3976263999938965,3.488990545272827,3.746284246444702
31,1,3.808750867843628,3.363893985748291,3.4360666275024414,3.5818026065826416,3.7415380477905273
32,1,3.341656446456909,3.502044677734375,3.5850179195404053,3.5710537433624268,3.590118408203125
33,1,3.0901706218719482,1.7340974807739258,1.873802900314331,2.0817883014678955,1.8614366054534912
34,1,2.4677462577819824,2.002171754837036,1.924486517906189,1.895033597946167,1.9811033010482788
35,1,2.790666103363037,1.6577550172805786,1.610184907913208,1.6132711172103882,1.7393784523010254
36,1,3.050410032272339,1.723283290863037,1.8058916330337524,1.7640172243118286,1.633898377418518
37,1,2.063717842102051,1.6972172260284424,1.6678909063339233,1.6618998050689697,1.8099297285079956
38,1,2.7468442916870117,1.6363530158996582,1.5715227127075195,1.6216461658477783,1.7361518144607544
39,1,3.050858736038208,1.6816575527191162,1.7704594135284424,1.6985360383987427,1.6917365789413452
40,1,2.9321179389953613,2.021083354949951,1.9386322498321533,1.9614042043685913,2.0572588443756104
41,1,2.9265105724334717,1.6695367097854614,1.6322319507598877,1.5912071466445923,1.701359510421753
42,1,3.4676480293273926,2.0363519191741943,1.845956563949585,1.7496594190597534,1.6522002220153809
43,1,5.268045425415039,4.3527936935424805,3.9913196563720703,4.049262046813965,4.266599655151367
44,1,4.5542216300964355,4.708829879760742,4.474909782409668,4.156678199768066,3.918133497238159
45,1,5.007058143615723,3.5810775756835938,3.4755640029907227,3.2414188385009766,2.999579429626465
46,1,5.355587959289551,4.706950664520264,4.686143398284912,4.295173645019531,4.395985126495361
47,1,3.0761256217956543,2.673652172088623,2.632797956466675,2.783343553543091,2.926396369934082
48,1,5.2286200523376465,4.237400531768799,4.371369361877441,4.465972900390625,4.6599836349487305
49,1,4.542049884796143,3.485560178756714,3.6726813316345215,3.7743725776672363,4.063969135284424
50,1,4.0077738761901855,2.9540929794311523,2.946049213409424,3.104886531829834,3.3931667804718018
51,1,2.5324368476867676,2.1678524017333984,2.150587797164917,2.154587984085083,2.4477078914642334
52,1,3.320927858352661,2.4653213024139404,2.4686760902404785,2.5534119606018066,2.2549188137054443
53,1,3.227544069290161,2.294477939605713,2.362673282623291,2.346560478210449,2.3504199981689453
54,1,2.9726932048797607,2.382134199142456,2.3144569396972656,2.373004913330078,2.5160555839538574
55,1,2.835496425628662,2.2506401538848877,2.3585052490234375,2.347382068634033,2.5366451740264893
56,1,0.019728386774659157,0.01980000175535679,0.03153473138809204,0.048754025250673294,0.3083602488040924
57,1,2.3976399898529053,1.772618293762207,1.7600141763687134,1.7844579219818115,1.9228404760360718
58,1,2.7331812381744385,1.840510606765747,1.8417370319366455,1.8429806232452393,2.1227121353149414
59,1,2.9971323013305664,2.048990249633789,2.025188684463501,2.0455269813537598,1.961134433746338
60,1,2.438119649887085,1.8000024557113647,1.7432559728622437,1.803737998008728,1.857987642288208
61,1,0.030723949894309044,0.036538925021886826,0.03073721006512642,0.03337838500738144,0.541949450969696
62,1,3.1986963748931885,2.064685106277466,2.0915775299072266,2.1140804290771484,2.025611162185669
63,1,0.8834856152534485,0.6242592334747314,0.6015375256538391,0.6517874598503113,0.6657325625419617
64,1,0.018389008939266205,0.4252718687057495,0.5657967329025269,0.643905758857727,0.6533917784690857
65,1,0.017056884244084358,0.5581932663917542,0.44094765186309814,0.655292809009552,0.7273997664451599
66,1,0.0238640196621418,0.032195933163166046,0.06836268305778503,0.04923892766237259,0.8938242793083191
67,1,2.6377761363983154,2.083195209503174,2.0932843685150146,1.9923022985458374,2.2521843910217285
68,1,0.018159762024879456,0.4149957597255707,0.3661087453365326,0.41246333718299866,0.8174113035202026
69,1,2.350968837738037,1.9055323600769043,1.8587013483047485,1.920582890510559,2.3523917198181152
70,1,0.023253314197063446,0.03182477504014969,0.03527029603719711,0.07660813629627228,0.7552903890609741
71,1,2.718510866165161,2.068830966949463,2.047294855117798,2.0450844764709473,2.1562280654907227
72,1,3.353815793991089,3.0575311183929443,3.0727083683013916,2.865722417831421,2.949972629547119
73,1,0.027950888499617577,0.08357914537191391,0.18191049993038177,0.2651538550853729,0.6467947363853455
74,1,3.36368989944458,3.1052136421203613,3.047898292541504,3.0585854053497314,3.0186591148376465
75,1,3.480833053588867,3.0627083778381348,3.073713541030884,3.078598737716675,3.0852065086364746
76,1,3.34560489654541,2.6357526779174805,2.646146774291992,2.630110025405884,2.838566541671753
77,1,1.1472262144088745,1.0607599020004272,1.0485432147979736,1.0122783184051514,1.0104182958602905
78,1,0.0447070486843586,0.17751093208789825,0.25004464387893677,0.25792840123176575,0.5465741753578186
79,1,1.0871111154556274,0.9077326059341431,0.941044807434082,1.0200663805007935,0.9783300161361694
80,1,1.1260054111480713,0.9015575647354126,0.8810104131698608,0.9769459366798401,0.9986581802368164
