Label_True,Label_Pred,Score_Mean,Score_Min,Score_Median
0,0,-0.8903951738568566,-3.544696807861328,-0.026110699400305748
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.06386343972138747,-0.8712860345840454,-0.0002684271094040014
0,0,-0.22530417764707084,-1.2546266317367554,-0.05324474349617958
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.2667215037447152,-2.835425853729248,-0.00883883866481483
0,0,-0.12193922210320834,-0.8626646399497986,-2.5187329811160453e-05
0,0,-0.3363858624173325,-3.4549667835235596,-0.021726461127400398
0,0,-0.02160923906100928,-0.44617709517478943,-2.1599724277621135e-05
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-1.2152299650382221,-4.773316860198975,-0.6757566332817078
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.32435230992087594,-2.904315710067749,-0.026996297761797905
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.004099944123252578,-0.06650108098983765,-0.0001105723567889072
0,0,-1.5329866382065451,-6.787312984466553,-1.097026765346527
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-1.6276744940852585,-6.020850658416748,-1.0950205326080322
0,0,-0.389704542993469,-1.9875459671020508,-0.35576240718364716
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.041956542157449005,-0.36026516556739807,-0.0005056949012214318
1,1,-3.2647724432323697,-9.409987449645996,-2.549108862876892
0,0,-0.5616996954081306,-3.9613804817199707,-0.024076087400317192
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-1.497648626627201,-3.3151252269744873,-1.726613998413086
1,1,-2.913809179329562,-10.750131607055664,-0.8806889653205872
0,0,-0.005965286981704594,-0.08974304050207138,-7.504008681280538e-05
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
1,1,-4.263134270601082,-15.042816162109375,-0.3810879588127136
0,0,-0.8505917446413054,-5.025315284729004,-0.208281971514225
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.04174071820044936,-0.40907761454582214,-0.0011267958616372198
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.47061095287488197,-2.189115047454834,-0.01908019743859768
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.33985510733837104,-1.934207558631897,-0.021580947563052177
0,0,-0.00259196582411505,-0.023760437965393066,-8.391137816943228e-05
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.2763063345146246,-1.7152365446090698,-0.0032313921255990863
1,1,-1.52686632169588,-8.04863452911377,-0.0026509251911193132
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.7433680447061269,-2.855048894882202,-0.31045567989349365
0,0,-0.06785155952545362,-1.6791881322860718,-9.594481525709853e-05
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.01437525299625122,-0.15548063814640045,-0.00040032435208559036
0,0,-0.3273682663292546,-2.025481700897217,-0.014174878131598234
0,0,-0.35201642764803803,-3.7672760486602783,-0.003458357648923993
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.31863648337295986,-1.5378392934799194,-0.07022824883460999
0,0,-0.21477004190504667,-1.9683952331542969,-4.0385879401583225e-05
1,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.2939569108328207,-3.6353683471679688,-3.0396073270821944e-05
0,0,-0.9208710225064244,-2.7382876873016357,-0.7992064356803894
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
1,1,-4.324734233784549,-14.561614036560059,-1.4420756697654724
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.07480926738912481,-0.7431506514549255,-9.789455361897126e-05
0,0,-0.021096877089952122,-0.18768419325351715,-0.003938184818252921
0,0,-0.16859147773496644,-1.2670286893844604,-0.0005969275371171534
0,0,-0.3273682663292546,-2.025481700897217,-0.014174878131598234
0,0,-1.4199536013648304,-6.281043529510498,-0.38633275032043457
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-1.419696485848649,-6.8609938621521,-0.5726680159568787
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.09230805220573808,-1.5894789695739746,-0.00028595561161637306
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.05452094272272358,-0.3617851138114929,-0.004677643068134785
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.19192461158177673,-1.6276174783706665,-0.0018757559591904283
0,0,-0.31116355040972693,-3.784975528717041,-0.013477722648531199
0,0,-1.0504010489342959,-4.78633975982666,-0.6088083684444427
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.034288370869480785,-0.7474837303161621,-0.0003383433213457465
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.6517397118163315,-1.8849254846572876,-0.27056747674942017
0,0,-0.6985811373083455,-7.271674633026123,-0.002152048284187913
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.12227428974000969,-0.7612629532814026,-0.0005256809527054429
0,0,-0.24599895132320876,-3.5399327278137207,-0.0027192820562049747
0,1,-1.8309520394098722,-8.668766021728516,-1.6369696855545044
0,0,-0.7868244890231939,-3.6872615814208984,-0.6059190630912781
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.04444881197280118,-0.8465696573257446,-0.00013737797416979447
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-1.9996833248319834,-5.898967266082764,-1.876248300075531
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.0950780238887457,-1.458618402481079,-0.0010292272781953216
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.1075499570650554,-0.8822861909866333,-0.005589510081335902
0,0,-0.4006717519545668,-2.449709892272949,-4.103993524040561e-05
0,0,-0.17641010562884565,-1.5070230960845947,-0.05414664000272751
0,0,-0.9095456628012125,-5.266460418701172,-0.16013528406620026
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
1,1,-8.286694935389928,-15.726579666137695,-8.411762237548828
1,1,-9.268854517356626,-17.416746139526367,-9.440603256225586
0,0,-0.5764895926818604,-3.396707534790039,-0.023644721135497093
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.848463967259809,-3.9240736961364746,-0.33205579221248627
0,0,-0.059710129192006675,-1.6452454328536987,-0.00018010025087278336
0,0,-1.2782605078684215,-6.225999355316162,-0.5309143960475922
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.4018431712184407,-5.0038042068481445,-0.0007181894034147263
0,0,-1.2413429215182707,-6.031566619873047,-0.2948653846979141
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
1,1,-3.6084587831498434,-21.940214157104492,-0.012190655339509249
0,0,-0.21817858501929482,-2.0245161056518555,-0.01868896558880806
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-1.3480359819993661,-6.547127723693848,-0.03660527686588466
0,0,-2.2919781530185266,-7.275487422943115,-1.1864744424819946
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.4901627639820903,-4.062344551086426,-0.08381349593400955
1,1,-2.7469360680169164,-21.886478424072266,-0.15272188931703568
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.7584176559070059,-2.9927175045013428,-0.4270170331001282
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
1,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-1.569157921387195,-6.959935188293457,-0.644386887550354
0,0,-0.3732145920110935,-2.3947460651397705,-0.03245767392218113
0,0,-0.4799815743534415,-2.494924545288086,-0.03321833908557892
0,0,-1.3907157851676584,-6.601905345916748,-0.4946417063474655
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-1.2060544736546603,-4.4864501953125,-0.9686384797096252
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.1929158856951336,-1.3176225423812866,-0.0007519724604208022
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-1.1037180081243394,-6.224445343017578,-0.2850634753704071
0,0,-0.5359200557107413,-2.1149258613586426,-0.4319395571947098
1,1,-5.01755587909851,-17.816553115844727,-1.2178307175636292
0,0,-0.058392794064453336,-1.1258524656295776,-5.459150088427123e-05
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.18629232984303762,-1.1554397344589233,-0.0011435561245889403
0,1,-0.683781157233936,-7.992316722869873,-0.015566705260425806
1,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-1.415149369910581,-5.533783912658691,-0.5853801369667053
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.0065678512066946835,-0.05234512686729431,-0.0006358688115142286
0,0,-0.6962267077119538,-3.0284183025360107,-0.1500333584845066
0,0,-0.501046505007984,-4.8836750984191895,-0.015267537906765938
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
1,0,-2.953609115083634,-7.018623352050781,-3.4307056665420532
0,0,-0.5442109966537182,-4.957698822021484,-0.005853463662788272
0,0,-0.0065678512066946835,-0.05234512686729431,-0.0006358688115142286
0,0,-0.025277129200021616,-0.2636966407299042,-4.770186933455989e-05
0,0,-1.2957461479971177,-5.580617904663086,-0.32149937376379967
0,0,-1.524277229982612,-3.8001906871795654,-1.5479003190994263
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.4950071272307187,-4.7875542640686035,-0.00015769682067912072
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.3602300529455201,-3.806034564971924,-0.005828662542626262
0,0,-0.4044865814904487,-3.532662868499756,-0.01137975137680769
0,0,-0.8131251299803318,-6.970672130584717,-0.0072146866004914045
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-1.0366009368702882,-4.343827247619629,-0.6593696475028992
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.19577619913853356,-1.2805283069610596,-0.0456269271671772
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.1342285141236003,-0.9744157195091248,-2.5103901862166822e-05
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.08040298937198968,-1.143262267112732,-5.4137231018103193e-05
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.06862809397939094,-0.564464271068573,-0.01402901392430067
0,0,-0.05576073297128918,-0.578140377998352,-0.00020760601182701066
0,0,-0.47362160538635817,-1.9912796020507812,-0.2881387174129486
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.18574974951701506,-1.6337635517120361,-0.00017978214600589126
0,0,-1.0825374008854154,-2.7573325634002686,-0.17694924771785736
1,1,-5.325757555261723,-18.694259643554688,-2.692488431930542
0,0,-0.1715058417516866,-2.0590436458587646,-8.245198841905221e-05
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.9453329391180841,-3.0484652519226074,-0.6145632266998291
1,1,-2.624483980444029,-20.21013832092285,-0.6548445522785187
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.501046505007984,-4.8836750984191895,-0.015267537906765938
0,0,-0.8123760123172851,-3.764751434326172,-0.36230263113975525
0,0,-0.09006844313457144,-0.7107352018356323,-0.007425732212141156
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.5116239963318039,-2.7819719314575195,-0.11824396997690201
0,1,-1.7560217431993081,-7.583137512207031,-0.8395283818244934
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.05576073297128918,-0.578140377998352,-0.00020760601182701066
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.053721356847016524,-0.5001172423362732,-0.001668247627094388
0,0,-0.005965286981704594,-0.08974304050207138,-7.504008681280538e-05
0,0,-1.4722503590965734,-5.542628288269043,-0.8884372115135193
0,0,-0.2538907297829428,-1.209904432296753,-0.13902078568935394
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.927915130443352,-3.6081702709198,-0.45640531182289124
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
